epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
193335,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193337,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193423,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193504,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193510,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193513,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193522,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193527,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193529,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193533,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193544,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193628,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193632,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193634,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193635,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193646,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193705,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193711,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193717,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193726,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193727,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193729,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193730,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193731,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193732,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193734,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193735,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193737,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193742,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193802,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193815,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193835,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193836,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193840,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193847,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193902,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193913,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193918,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193925,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193926,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193927,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193932,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
193938,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194010,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194013,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194018,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194020,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194022,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194023,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194025,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194028,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194029,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194030,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194036,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194039,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194046,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194050,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194102,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194107,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194112,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194114,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194116,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194119,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194122,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194129,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194130,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194134,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194138,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194141,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194145,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194148,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194150,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194152,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194201,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194202,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194203,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194204,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194208,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194209,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194210,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194216,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194217,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194219,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194222,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194224,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194226,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194230,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194231,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194234,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194235,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194236,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194245,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194248,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194250,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194303,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194304,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194305,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194308,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194312,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194316,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194318,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194320,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194321,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194336,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194338,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194346,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194349,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194350,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194405,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194406,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194408,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194413,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194418,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194420,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194421,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194422,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194428,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194429,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194434,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194435,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194443,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194445,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194451,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194501,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194502,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194509,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194512,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194514,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194518,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194524,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194530,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194536,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194538,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194541,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194549,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194552,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194601,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194603,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194604,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194605,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194608,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194613,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194620,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194622,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194625,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194627,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194632,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194644,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194651,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194701,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194709,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194712,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194715,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194716,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194718,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194720,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194725,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194726,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194729,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194733,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194738,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194740,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194741,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194746,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194747,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194748,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194749,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
194752,PA,PITTSBURGH,CITY,DIPHTHERIA,1,0.15000000596046448
192634,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.31000000238418579
192636,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.31000000238418579
193036,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193118,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193123,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193126,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193135,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193218,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193220,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193225,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193228,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193229,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193230,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193233,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193240,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193308,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193315,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193316,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193318,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193321,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193340,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193341,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193347,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193436,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193452,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193505,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193509,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193516,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193520,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193521,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193528,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193531,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193532,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193535,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193536,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193537,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193545,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193603,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193607,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193611,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193612,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193614,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193621,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193626,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193630,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193636,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193638,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193701,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193703,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193707,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193708,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193722,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193724,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193725,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193738,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193739,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193744,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193801,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193803,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193813,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193817,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193823,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193827,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193828,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193829,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193832,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193841,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193842,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193844,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193845,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193849,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193908,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193915,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193924,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193928,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193930,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193933,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193940,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193943,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
193946,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194006,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194009,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194012,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194014,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194031,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194044,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194045,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194051,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194111,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194115,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194121,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194123,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194126,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194127,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194133,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194142,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194143,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194151,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194213,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194214,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194218,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194221,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194244,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194302,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194314,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194327,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194329,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194339,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194341,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194348,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194416,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194446,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194450,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194504,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194506,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194532,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194542,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194547,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194551,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194606,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194607,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194609,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194617,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194618,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194623,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194639,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194642,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194649,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194650,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194704,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194730,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
194743,PA,PITTSBURGH,CITY,DIPHTHERIA,2,0.30000001192092896
192533,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.47999998927116394
192920,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
192932,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193033,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193035,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193105,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193119,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193128,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193141,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193213,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193221,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193234,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193237,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193314,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193336,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193410,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193445,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193451,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193515,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193518,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193523,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193541,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193542,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193549,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193601,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193613,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193616,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193625,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193629,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193637,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193641,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193642,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193643,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193649,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193650,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193706,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193709,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193710,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193713,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193714,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193715,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193718,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193720,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193721,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193723,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193728,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193746,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193748,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
193804,PA,PITTSBURGH,CITY,DIPHTHERIA,3,0.44999998807907104
