epi_week,state,loc,loc_type,disease,cases,incidence_per_100000
191609,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191613,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191627,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191629,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191630,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191631,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191633,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191636,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191638,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191640,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191643,PA,READING,CITY,DIPHTHERIA,1,0.97000002861022949
191702,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191703,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191704,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191705,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191708,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191721,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191731,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191733,PA,READING,CITY,DIPHTHERIA,1,0.95999997854232788
191806,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191815,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191819,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191821,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191823,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191824,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191829,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191830,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191833,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191836,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191838,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191845,PA,READING,CITY,DIPHTHERIA,1,0.949999988079071
191916,PA,READING,CITY,DIPHTHERIA,1,0.93999999761581421
191922,PA,READING,CITY,DIPHTHERIA,1,0.93999999761581421
191929,PA,READING,CITY,DIPHTHERIA,1,0.93999999761581421
191933,PA,READING,CITY,DIPHTHERIA,1,0.93999999761581421
192015,PA,READING,CITY,DIPHTHERIA,1,0.93000000715255737
192016,PA,READING,CITY,DIPHTHERIA,1,0.93000000715255737
192021,PA,READING,CITY,DIPHTHERIA,1,0.93000000715255737
192032,PA,READING,CITY,DIPHTHERIA,1,0.93000000715255737
192039,PA,READING,CITY,DIPHTHERIA,1,0.93000000715255737
192139,PA,READING,CITY,DIPHTHERIA,1,0.93000000715255737
192222,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192227,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192248,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192322,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192323,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192327,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192328,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192340,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192343,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192347,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192408,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192411,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192413,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192424,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192426,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192429,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192436,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192438,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192440,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192450,PA,READING,CITY,DIPHTHERIA,1,0.92000001668930054
192502,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192503,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192504,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192505,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192512,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192516,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192520,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192528,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192530,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192531,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192534,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192535,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192540,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192541,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192543,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192544,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192549,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192551,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192552,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192601,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192602,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192609,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192612,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192617,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192618,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192619,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192622,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192623,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192625,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192638,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192650,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192702,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192705,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192708,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192717,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192718,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192720,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192723,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192724,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192725,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192732,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192733,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192735,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192738,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192743,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192807,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192809,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192817,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192818,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192820,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192821,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192822,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192823,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192824,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192828,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192830,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192831,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192837,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192840,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192843,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192846,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192848,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192851,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
192924,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192926,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192928,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192929,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192930,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192936,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192939,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192943,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
192949,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193001,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193002,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193003,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193008,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193010,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193015,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193019,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193022,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193023,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193025,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193026,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193027,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193031,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193033,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193035,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193036,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193037,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193044,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193047,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193050,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193105,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193110,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193112,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193117,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193118,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193120,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193122,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193130,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193135,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193136,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193142,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193145,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193151,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193210,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193212,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193214,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193215,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193216,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193217,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193231,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193237,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193242,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193243,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193247,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193250,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193251,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193252,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193301,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193304,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193312,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193316,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193318,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193322,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193326,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193327,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193329,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193334,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193339,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193340,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193351,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193352,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193401,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193406,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193408,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193411,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193415,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193419,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193420,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193428,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193429,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193436,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193439,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193445,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193447,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193450,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193452,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193505,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193515,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193517,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193518,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193525,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193539,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193602,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193626,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193648,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193719,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193720,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193729,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193742,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193806,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193807,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193811,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193825,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193829,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193838,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193852,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193909,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193912,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193913,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193916,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193918,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193920,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193925,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193940,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193942,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193948,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193950,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
193951,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
194014,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
194015,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
194018,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
194024,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
194046,PA,READING,CITY,DIPHTHERIA,1,0.89999997615814209
194103,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194104,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194107,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194121,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194122,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194210,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194347,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194425,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194431,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194520,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194526,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194625,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194632,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194651,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194709,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
194739,PA,READING,CITY,DIPHTHERIA,1,0.9100000262260437
191602,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191607,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191608,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191610,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191620,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191621,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191624,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191645,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191646,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191649,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191650,PA,READING,CITY,DIPHTHERIA,2,1.940000057220459
191707,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191709,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191713,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191714,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191716,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191718,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191719,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191722,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191728,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191730,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191734,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191735,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191750,PA,READING,CITY,DIPHTHERIA,2,1.9199999570846558
191807,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191816,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191818,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191827,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191835,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191837,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191839,PA,READING,CITY,DIPHTHERIA,2,1.8999999761581421
191905,PA,READING,CITY,DIPHTHERIA,2,1.8799999952316284
191907,PA,READING,CITY,DIPHTHERIA,2,1.8799999952316284
191923,PA,READING,CITY,DIPHTHERIA,2,1.8799999952316284
191924,PA,READING,CITY,DIPHTHERIA,2,1.8799999952316284
191934,PA,READING,CITY,DIPHTHERIA,2,1.8799999952316284
192025,PA,READING,CITY,DIPHTHERIA,2,1.8600000143051147
192031,PA,READING,CITY,DIPHTHERIA,2,1.8600000143051147
192034,PA,READING,CITY,DIPHTHERIA,2,1.8600000143051147
192042,PA,READING,CITY,DIPHTHERIA,2,1.8600000143051147
192115,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192129,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192145,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192209,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192225,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192233,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192234,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192238,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192252,PA,READING,CITY,DIPHTHERIA,2,1.8500000238418579
192305,PA,READING,CITY,DIPHTHERIA,2,1.8400000333786011
192318,PA,READING,CITY,DIPHTHERIA,2,1.8400000333786011
192338,PA,READING,CITY,DIPHTHERIA,2,1.8400000333786011
192350,PA,READING,CITY,DIPHTHERIA,2,1.8400000333786011
192401,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192406,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192421,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192430,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192432,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192442,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192444,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192448,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192452,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192507,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192509,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192510,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192511,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192513,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192519,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192524,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192525,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192529,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192547,PA,READING,CITY,DIPHTHERIA,2,1.8300000429153442
192603,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192605,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192611,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192629,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192640,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192642,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192703,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192706,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192707,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192709,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192710,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192711,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192712,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192726,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192728,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192729,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192730,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192736,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192737,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192741,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192744,PA,READING,CITY,DIPHTHERIA,2,1.8200000524520874
192804,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192829,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192834,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192838,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192839,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192844,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192850,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192902,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192903,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192907,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192909,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192910,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192912,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192914,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192915,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192919,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192920,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192921,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192923,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192925,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192927,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192938,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192940,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192945,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
192947,PA,READING,CITY,DIPHTHERIA,2,1.809999942779541
193005,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193007,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193014,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193030,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193041,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193103,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193104,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193115,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193218,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193222,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193239,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193241,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193244,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193302,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193307,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193311,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193323,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193343,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193407,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193414,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193417,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193418,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193423,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193425,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193427,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193442,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193444,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193446,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193448,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193451,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193516,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
193542,PA,READING,CITY,DIPHTHERIA,2,1.7999999523162842
